HEAD	PHRASE	FREQ
<M>	verse <M>	10
<W>	beginning <W>	10
organizations	several <W> 's organizations	10
<M>	<M> were driving	10
<M>	<M> were drawn	10
<M>	<M> were distrusted	10
<M>	<M> were dispersed	10
attention	much <M> attention	10
attentions	useless <M> attentions	10
seeing	seeing of <M>	10
<M>	<M> were knocked down	10
<M>	very <M> helped	10
atmosphere	an atmosphere of <M>	10
athletics	<W> athletics	10
<M>	pickle <M>	10
<M>	picked <M> shall rid	10
<M>	picked <M> of cheseldine 's gang	10
sources	<W> sources	10
source	source of annoyance to <M>	10
haunt	public haunt of <M>	10
hats	silk hats and <M>	10
<M>	patriarchal <M>	10
<W>	barbarous <W>	10
attacks	attacks on <M>	10
<M>	eligible young <M> of counties	10
<M>	eligible <M> of any class	10
<M>	venus <M>	10
<M>	vasectomized <M>	10
<M>	<M> were placed	10
<M>	<M> were perpetrated	10
<M>	<M> were passing	10
attire	summer attire of <M>	10
attire	his <M> attire	10
attire	<M> attire hanging	10
<W>	attractive <W> on ship	10
section	<W> 's section of party	10
sovereignty	sovereignty and empire of <W> 's beauty	10
<M>	peaceful <M> in tiffs	10
<M>	pay <M>	10
attitude	my attitude toward <W>	10
hatred	hatred and discord among <M>	10
hater	hater of <W> through hatred	10
<M>	english medical <M> and chaplains	10
order	particular order of <M>	10
<M>	<M> were preparing	10
order	highest order of <M>	10
heads	three <M> 's heads	10
attitude	her attitude toward <M>	10
<M>	<M> were assembled	10
section	section of <W>	10
<M>	<M> in athens	10
voice	sultry <W> voice	10
voice	strange <M> voice	10
voice	soft tremulous <W> voice	10
<M>	<M> are giving	10
<M>	<M> for this	10
harm	harm to <M>	10
hardness	his <M> hardness	10
<W>	as many <W> and children	10
<M>	war demand <M>	10
<M>	wall street <M> for officers	10
voices	<M> 's voices speaking	10
section	large section of <W>	10
<M>	vulnerable <M>	10
<M>	voting <M>	10
<M>	pallid <M>	10
<M>	paleolithic <M>	10
attitude	threatening attitude of <M>	10
hate	hate against my <M>	10
harvest	its harvest of <M>	10
<M>	vindland <M>	10
<M>	<M> weaving	10
<M>	warwick 's <M>	10
<M>	<M> for training	10
attitude	poet 's attitude towards <W>	10
attitudes	their attitudes toward <W>	10
heads	their heads like <M>	10
<M>	<M> formulate	10
atherosclerosis	premature carotid atherosclerosis in <W>	10
<M>	various learned <M>	10
<M>	various <M> to whose	10
<W>	best <W> in god 's world	10
assurance	physical assurance of <M>	10
health	<W> 's health and rights	10
<M>	<M> fri'nds	10
attitudes	his attitudes toward <W>	10
voices	<M> 's voices coming	10
<M>	<M> above degradation	10
voice	voice of an <M>	10
hanging	hanging of <W>	10
<M>	enlisted <M> of corps	10
happiness	his new happiness and <M>	10
<M>	elegant <M> of his time	10
health	<M> psychological health	10
<M>	plain <M> swore	10
<M>	plain <M> of rand	10
<M>	val <M>	10
thing	customary thing for <M>	10
thing	curious thing about <M>	10
health	health of their <M>	10
health	health of our <M>	10
<M>	either young <M> or generals	10
<M>	enough <M> to guard	10
hands	still your <W> hands	10
hands	right hands of <M>	10
<W>	black <W> in culture	10
<W>	black <W> in church	10
<W>	black <W> employed	10
<W>	black <W> and their implications	10
<M>	<M> were riding	10
order	an order of <W>	10
<W>	black <W> and their children	10
associations	young <M> 's associations love	10
association	its association with <W>	10
<M>	pleasantest young <M> have met	10
attraction	its potent attraction for <M>	10
voices	<W> 's voices sounding	10
<W>	black <W> with cancer	10
<W>	black <W> themselves	10
<M>	<M> were sent out	10
<M>	valorous <M>	10
<M>	valiant <M> have proved	10
<M>	<M> in all kinds	10
self	one 's self about <W>	10
heap	great heap of dead <M> 's bones lying	10
healthcare	<W> 's healthcare	10
association	association among <M>	10
<M>	plumer 's <M>	10
<M>	we <M> are	10
<W>	any white <W> above sort	10
<W>	any other <W> like them	10
<M>	wardour 's <M> on guard	10
hands	uncertain hands of <W>	10
<M>	<M> are hunting	10
<M>	enough <M> to take	10
<M>	political <M> of letters	10
<M>	politest <M>	10
self	my <W> self	10
<M>	eightythree <M>	10
<M>	eighty armed <M>	10
hearing	all <M> 's hearing	10
associate	<W> associate	10
spaces	spaces for <W>	10
<M>	enough white <M> in southwest to handle	10
<M>	we eighty <M> from warwick	10
<M>	<M> for their good	10
attractions	attractions to <W>	10
attractions	<W> attractions of class	10
<W>	born <W> in tables	10
self	her soft <W> self	10
<M>	<M> in all stations	10
thing	latest thing in <W> 's hats	10
<M>	poor <M> have	10
assistance	assistance in <M>	10
assistance	assistance from his <M>	10
<M>	eighty <M> in canoes	10
audience	any audience of <M>	10
<W>	any <W> are	10
outcomes	neonatal outcomes in <W>	10
outcomes	adult <M> criminal outcomes	10
otters	<M> sea otters	10
<W>	any black <W>	10
<M>	over <M> under his hand	10
attractiveness	body scent attractiveness in <M>	10
audiences	mixed audiences of <M>	10
handful	handful of <M> in ireland	10
<M>	up <M> commanded	10
<M>	<M> were using	10
opportunity	an opportunity for <M>	10
<M>	<M> adore	10
<W>	both <W> subject	10
<M>	unwary <M>	10
<W>	both <W> and blacks	10
<M>	<M> will be wanted	10
<M>	especially <M> buy	10
<M>	escaping <M>	10
audience	large audience of <M>	10
others	others as <M>	10
<M>	we <M> of sword	10
hands	<M> 's hands above surface	10
outlines	vague outlines of <M>	10
<M>	weak young <M>	10
<M>	<M> was accustomed	10
<M>	<M> was fighting	10
<M>	we red <M>	10
<M>	we old army <M>	10
<M>	we not <M> accustomed	10
<W>	andean <W>	10
<W>	anaeemic <W>	10
voices	many <M> voices	10
<M>	<M> about street	10
voices	first voices of <M> as gathered	10
author	author of <W>	10
others	others to <W>	10
<M>	we modern <M>	10
<M>	our young <M> at time	10
specimens	other northern specimens of <M> had imported	10
specimen	specimen of <M>	10
<M>	<M> for survival	10
<M>	our wild <M>	10
augmentation	such augmentation of dominion over <M>	10
<M>	our young <M> of genius	10
<M>	<M> are classed	10
thing	one thing about <M>	10
<M>	unsuspecting <M> in him	10
<M>	<M> in all classes	10
<M>	<M> will live	10
voice	deep <W> voice	10
voices	deep <M> voices	10
voices	clear voices of <W>	10
<M>	<M> in balcony	10
outpatients	<M> outpatients	10
souls	poor <M> 's souls	10
souls	any <W> souls	10
<M>	until <M>	10
<M>	<M> will not live	10
opinions	your <W> friends ' opinions worth	10
assemblages	large assemblages of <M>	10
<M>	eight <M> on guard	10
heart	his <M> heart	10
heart	heart o <W>	10
heart	every <M> heart	10
<M>	eight wounded <M>	10
<M>	unspiritual <M>	10
<M>	unskilled <M> jack	10
<M>	poor <M> so	10
<M>	poor <M> like you	10
hand	jealous hand of some <W>	10
overalls	<M> 's overalls	10
<M>	<M> voting	10
autobiographies	autobiographies of <M>	10
hearts	all <W> 's hearts in england	10
<M>	unreflecting <M>	10
opinions	opinions concerning <W> 's rights	10
opinions	<M> 's opinions in england	10
<M>	poor mortal <M>	10
<M>	european public <M>	10
<M>	<M> upon ticket	10
overseer	overseer of <M>	10
<M>	weak bad <M>	10
<W>	an unprotected <W> of years	10
<M>	<M> are not distinguished	10
<M>	estimating <M>	10
assertion	<M> assertion	10
<M>	<M> upon loneliness	10
<M>	<M> upon floor	10
<W>	an anabaptist <W>	10
half	half as <W>	10
<M>	our own young <M> are	10
avalanche	avalanche of <M>	10
availability	availability of <W>	10
hall	hall of <M>	10
<M>	our really best <M>	10
<W>	american society <W>	10
<W>	american <W> living	10
<M>	wedded <M>	10
<M>	webb <M>	10
outside	<W> outside	10
<M>	<M> in barge	10
<M>	<M> valiant	10
<M>	<M> in beds	10
<M>	<M> in beauty	10
voices	other <W> 's voices	10
<M>	wellknown <M>	10
hailing	hailing of <M>	10
habits	other <M> 's habits	10
<M>	even great <M> are spoken	10
<M>	even grave <M>	10
<M>	weary <M> of battery	10
specimens	specimens of <M>	10
half	<M> half of world	10
<M>	even bravest <M>	10
hair	long hair of <W>	10
<M>	even <M> of straw	10
<M>	even <M> of my regiment	10
<M>	<M> upon their beds	10
<M>	<M> upon chancellor 's porch	10
<W>	american <W> generally	10
voices	several <W> voices	10
voices	several <M> voices	10
secrecy	secrecy of <M> 's bosoms	10
assault	<M> sexual assault	10
hearts	hearts of its <W>	10
<M>	eight <M> in it	10
hearts	hard hearts of <M>	10
<M>	poor suffering <M>	10
opponents	their opponents as <M>	10
aspect	physical aspect of <M>	10
<M>	popular young <M> about town	10
<M>	popular <M> of his day	10
thing	thing two about <M>	10
heathens	heathens and <M> fancy	10
<M>	our own day <M>	10
awakening	awakening of <W>	10
aversion	an aversion for <W>	10
habitation	habitation of <M> with adjustments	10
<M>	poor sick <M>	10
<M>	eight <M> besides guns	10
<M>	eight <M> and horses	10
hearts	waxen hearts of <M>	10
hearts	two unloving <W> 's hearts	10
<W>	busiest <W> in world	10
<M>	educated black <M>	10
<M>	posse <M>	10
habit	immemorial habit of <W>	10
habit	<M> habit of never telling	10
testosterone	<M> 's testosterone and interest	10
hair	<M> 's dark hair	10
<W>	all young <W> in pouts	10
<M>	our mighty <M>	10
ha	<M> ha	10
<M>	unready <M>	10
<M>	<M> will work	10
<M>	<M> will stick	10
opinion	public opinion among <W>	10
opinion	possible opinion of <W>	10
selves	selves of <M>	10
<M>	<M> from bank	10
<M>	<M> with accents	10
<M>	<M> after my heart	10
gynecologist	<W> gynecologist	10
<M>	our naval <M>	10
packer	any <W> packer	10
<M>	even exceptional <M>	10
<M>	<M> unfold	10
pains	more pains than <M>	10
seller	ruthless seller of <M>	10
<M>	<M> in agony	10
opinion	opinion of their <M>	10
<M>	<M> with abe	10
<M>	unmarried <M> with	10
artifices	all artifices of <M>	10
articles	eight thousand articles of <M>	10
<M>	<M> from both armies	10
<M>	powerful <M> on earth	10
<M>	<M> unto edification	10
backing	backing of <M>	10
<W>	alsatian <W>	10
<W>	all young married <W>	10
<W>	all young <W> of taste	10
backs	backs of his <M>	10
backs	<W> backs	10
painting	painting of <W>	10
<W>	all other <W> of her time	10
<M>	even slavery <M>	10
bachelors	aged bachelors and <M> are accustomed	10
baboon	<M> baboon	10
<M>	westmoreland <M>	10
<W>	all such <W> in world	10
<M>	what two <M>	10
<W>	all seven <W>	10
<W>	all richmond <W>	10
bailiff	bailiff and his <M>	10
paces	few graceful paces toward <M>	10
voices	very voices of her <M>	10
<M>	<M> about funeral	10
testimony	<M> 's testimony	10
<M>	<M> are pursuing	10
speculations	all speculations upon <M>	10
<M>	<M> for regiment	10
<M>	<M> for rank	10
<M>	<M> for professions	10
heights	heights of <W>	10
height	medium <M> height	10
<W>	cameroonian <W>	10
<M>	unluckiest <M> living	10
heir	no <M> heir to throne	10
heir	next <M> heir	10
<M>	edith 's <M>	10
<M>	eccentric <M> in pisa	10
arrival	their arrival in england by <M>	10
gunners	gunners and <M>	10
gunner	gunner and <M>	10
operations	all operations of <M>	10
opinion	contrary opinion as <M>	10
opinion	an opinion on <M>	10
<W>	case <W>	10
<W>	carrier <W>	10
<W>	caring <W>	10
vociferations	shrill vociferations of <W>	10
<M>	<M> against force	10
<M>	<M> against an army	10
search	<M> search for it over every hill	10
pair	pair of <W> 's panties	10
pair	any pair of <M>	10
<M>	which <M> of his respect	10
backs	their backs on <M>	10
help	help <M>	10
<M>	<M> for opinions	10
<M>	every <M> above age	10
palaces	palaces of <M>	10
<M>	<M> in belfries	10
<W>	all its <W>	10
<W>	all noble <W> of line	10
guests	her <M> guests	10
guests	all <W> guests of castle	10
<M>	every <M> opens	10
guide	guide for <W>	10
guidance	any <W> guidance whatever	10
<M>	<M> aboard boat	10
<M>	whiddon 's <M>	10
guns	64 guns and <M>	10
guns	36 guns and <M>	10
<M>	every dollar <M>	10
<W>	all married <W> in cambridgeshire	10
pale	pale of brotherhood with his <M>	10
<M>	every <M> in house	10
guest	her <W> guest	10
guest	guest to <M> 's houses	10
<W>	capturing <W>	10
<W>	capricorn <W>	10
<M>	powerful <M> in state	10
art	thou art of all <M>	10
<M>	eastern finnish <M>	10
<M>	earth help <M> were tormented	10
offspring	my <M> offspring	10
offspring	any <M> offspring	10
arrests	<W> arrests	10
arrangement	an arrangement between <M>	10
<M>	<M> under instruction	10
<M>	<M> under holmes working	10
things	some things and <M> for granted	10
<M>	<M> are associated	10
<W>	cent rural <W>	10
<M>	<M> in admiration	10
<W>	certain young <W>	10
<M>	<M> are and what	10
things	many things of <M>	10
things	many things in most <M> 's lives had be forgotten	10
things	all things unto all <M>	10
<M>	earl ralph 's <M>	10
<M>	white <M> and gentlemen	10
<W>	all fat <W> in london	10
<M>	every firstborn <M>	10
<M>	every eight <M>	10
paragon	paragon among <M>	10
<M>	<M> uncular blood	10
<M>	<M> unasked	10
<M>	white <M> dressed	10
<M>	every born <M>	10
<M>	our certain <M>	10
band	small band of <W>	10
band	select band of <M>	10
band	one band of <M>	10
papers	<W> 's papers	10
<M>	white <M> as	10
<W>	all danish <W>	10
<M>	white <M> finding	10
<M>	white <M> against rule	10
<W>	all handsomest single <W> in city at ball	10
<W>	all handsome <W> brushed	10
guard	regular guard of <M>	10
terror	terror to all <M>	10
help	help of <M> 's memories	10
<M>	<M> from cavalry	10
<M>	predominately <M>	10
<M>	praising <M>	10
<M>	<M> with boo	10
<M>	unfortunate <M> have	10
<W>	charming <W> of boston	10
army	their army of <M>	10
<M>	each other one <M>	10
help	other <M> 's weak help	10
<M>	present <M> of perivale	10
<M>	<M> in bondage on grounds	10
bar	bar of <M>	10
test	test of worth in <M>	10
<W>	charming <W> know	10
officials	<W> elected officials	10
<M>	<M> with consent	10
<M>	preferably <M>	10
army	our army of <M>	10
herds	<W> herds	10
guardians	their <M> guardians	10
parasites	villa parasites and <M>	10
sea	sea of <M> 's faces	10
<M>	<M> in both armies	10
guardian	beneficent guardian of <M>	10
<W>	all <W> them	10
voles	<W> meadow voles	10
baseness	shortsighted baseness of <M>	10
<M>	our <M> with his sword	10
<M>	our <M> whose	10
growth	growth of <W> 's participation	10
growth	growth of <W>	10
growth	body hair growth in <W>	10
<M>	excellent young <M> with faces	10
barristers	trained barristers and <M>	10
barrier	barrier to <W>	10
barons	barons and <M>	10
<M>	<M> tread	10
<M>	evil <M> or be envious	10
<M>	evil <M> of world	10
beasts	beasts as well as <M>	10
beast	beast among <W>	10
terror	such terror of <M> were	10
terms	terms of <W> 's participation	10
<W>	all <W> surveyed	10
<W>	all <W> sure	10
<M>	<M> tugging	10
<M>	white <M> have lived	10
bathing	bathing of <M>	10
groups	various <W> 's groups	10
speeches	pretty speeches of <M>	10
baskets	baskets upon <W> 's heads	10
battle	battle <M>	10
<M>	our <M> on road	10
groups	square groups of <M>	10
<M>	white <M> had seen	10
groups	smaller groups of <M>	10
<M>	exhorting <M>	10
<M>	our <M> of rank	10
<M>	dying <M> were stricken down	10
<M>	each other two such different <M>	10
<M>	pretty <M> of age	10
<M>	<M> with complaints	10
officers	white officers and <M>	10
<M>	<M> with cutlasses	10
officers	their officers <M> and maidens	10
<M>	<M> in <M>	10
sense	<M> 's sense of duty	10
<M>	underground <M>	10
<M>	prestongrange 's liveried <M>	10
<M>	<M> ar'n't apt	10
battledore	battledore of <M> 's words	10
<M>	dull class <M>	10
<M>	<M> for jesus	10
groups	groups for <W>	10
<W>	all <W> of household	10
<M>	white <M> of aspect asked	10
<M>	white <M> of any race	10
<W>	all <W> spoke	10
parent	their <M> parent	10
sculptor	great sculptor of <W>	10
scuffling	desperate scuffling of <M>	10
script	<W> script	10
<W>	all <W> of stow	10
<M>	white <M> in state opposed	10
<W>	all <W> of potential	10
<M>	white <M> in countries	10
bearing	bearing of <W>	10
beasts	two beasts of <W>	10
<M>	<M> toward her	10
<M>	<M> toward god	10
beasts	maddened beasts than <M>	10
<M>	our <M> in france	10
<M>	our <M> in field	10
<M>	our <M> held	10
hero	hero of <W>	10
<M>	dwelling <M>	10
vitality	enough vitality for <M>	10
sort	your positive sort of <M>	10
sort	worst sort of <M>	10
sort	sort of <M> meet	10
sort	sort of <M> do not desert	10
<M>	dull young <M>	10
parole	like parole for <M>	10
<W>	all <W> of bruj	10
<M>	white <M> of class	10
<W>	all <W> mentioned	10
beauty	<W> beauty and grace	10
<M>	extraordinary <M> of age	10
army	an excellent army of <M>	10
army	an efficient army of <M>	10
<M>	uncondemned <M>	10
officers	their earlier acquaintance officers and <M>	10
officers	such officers and <M>	10
sense	<M> sense and intellect	10
army	an army of <M> watched	10
<M>	principal <M> of company	10
<M>	principal <M> of captors	10
heterosexuals	<M> heterosexuals	10
hints	hints about <M>	10
<M>	privateers ' <M>	10
<M>	<M> for institutions	10
groups	<W> 's groups and movements	10
<M>	others <M>	10
<M>	white <M> to maoris fell	10
<M>	white <M> thought	10
<W>	all <W> like you	10
<M>	white <M> radical	10
<M>	white <M> paying	10
<M>	faceless <M>	10
<M>	faced <M> about table	10
groups	all groups of <W>	10
beauty	all <W> beauty in world	10
<M>	white <M> other	10
<M>	white <M> or <M>	10
<W>	all <W> in her family	10
beggars	<W> beggars	10
beggar	such chivalrous <M> beggar	10
<M>	our <M> and arms	10
<M>	our <M> and animals	10
beauty	true <W> beauty	10
beauty	ideal <W> beauty	10
<W>	chinese <W> in francisco	10
sensation	new sensation to bud king 's <M>	10
senators	its senators and <M>	10
<M>	<M> with desire	10
officers	prussian officers to their <M>	10
visitor	some <W> visitor	10
hisses	hisses from <W>	10
<M>	dromedary <M>	10
<M>	dripping <M>	10
visitations	curdling visitations or warnings to <M>	10
<M>	farmers ' <M>	10
behavior	<W> 's political behavior	10
<M>	other two white <M>	10
behavior	<M> homosexual behavior	10
behavior	<M> antisocial behavior	10
part	<M> part of company	10
part	<M> part of community	10
<W>	all <W> in magic	10
vote	<M> vote in family	10
volunteers	volunteers over <M>	10
group	support group for <W>	10
group	specific group of <M>	10
<M>	other young <M> of my age	10
<M>	other young <M> of fashn	10
group	shrouded group of <M>	10
<M>	ugly little <M>	10
<M>	two young <M> sent	10
aristocrats	<W> aristocrats with families	10
area	beard area of <M>	10
<M>	profeminist <M>	10
<M>	<M> with dogs	10
<M>	<M> with evidence	10
<M>	unbiassed <M>	10
<M>	dressed young <M>	10
<M>	dressed <M> on foot	10
historians	black <W> historians	10
arm	audacious <M> arm	10
<M>	privileged white <M>	10
<M>	privilege <M>	10
behavior	behavior for <W>	10
<W>	all <W> for him	10
part	most part of <M> hired	10
scribes	<M> scribes	10
<M>	<M> to whom were addressed	10
<M>	<M> to whom was known	10
<M>	other thoughtful <M>	10
<M>	other ten <M>	10
<M>	far <M> of class	10
behavior	<W> reproductive behavior	10
<M>	<M> to whom owes	10
<M>	<M> to whom had been speaking	10
<M>	<M> to whom does not spread	10
<W>	all <W> in america	10
behalf	behalf of their <M>	10
<M>	famous <M> in america	10
<W>	all <W> had made	10
<M>	who commonly infest young <M>	10
<W>	all <W> had been	10
<W>	all <W> found out	10
group	larger group of <M>	10
group	just group of <M>	10
<W>	class urban <W>	10
<W>	class american <W>	10
sense	good sense among <M>	10
<M>	<M> with function	10
<M>	<M> with food	10
<M>	<M> with flags	10
officers	officers and <M> of battalion	10
<M>	two young <M> prepared	10
<M>	fashionable <M> about town	10
<M>	fascinating old <M>	10
vote	vote of <W>	10
<M>	<M> to thinking	10
<M>	<M> to things	10
participants	our <W> participants	10
group	group of <W> in kitchen	10
behaviour	<M> mating behaviour in elegans	10
officers	officers and <M> of force	10
sort	same sort of <W> might find	10
<M>	prominent <M> in house	10
<M>	progressive business <M>	10
<M>	other southern <M>	10
part	principal <W> part	10
part	part of their <M>	10
<M>	<M> to walk	10
<M>	<M> to turn	10
<M>	<M> to their work	10
<M>	<M> to tears	10
<M>	<M> to try	10
being	her whole <W> being	10
being	<M> 's being in liquor	10
<M>	other practical <M>	10
<M>	fauquier <M>	10
<M>	dozen two <M>	10
virtues	virtues of <W> have never been tempted	10
<W>	conclusion <W>	10
<W>	concerned <W> for america	10
<M>	<M> always	10
visions	grim visions of <M>	10
sense	more sense than some <M>	10
group	group about it of <W>	10
voters	eligible <W> voters	10
participation	<W> 's participation in labor	10
participation	<W> 's participation in genocide	10
<M>	<M> to spoke	10
participation	<W> 's participation in development	10
<M>	other living <M>	10
<M>	federation <M>	10
group	core group of <W>	10
history	history and <W> 's studies	10
<W>	continental <W>	10
<M>	two young <M> are	10
<W>	contemporary black <W>	10
<W>	conspecific <W>	10
<M>	dozen other distinguished <M> might be	10
group	brilliant group of <M>	10
<M>	wilcox 's <M>	10
<M>	<M> to strengthen	10
<M>	fertilizer <M>	10
group	<W> group under title	10
<M>	feminized <M>	10
history	history of all <M>	10
<M>	dozen young <M> in her life	10
things	things like <W>	10
<W>	consecrated patient <W> ready	10
officers	four more officers and <M>	10
<W>	conrad 's <W>	10
<M>	two willing labouring <M>	10
<M>	two white <M> to fight	10
<M>	two white <M> on balcony	10
appliances	appliances and <M> have been used	10
appetites	depraved appetites of <M>	10
things	things as well as <M>	10
<W>	aged <W> are	10
<M>	dozen <M> within yards	10
<W>	african american <W> in states	10
<W>	african american <W> in roles	10
<M>	<M> to scrape	10
<W>	african american <W> in golf	10
<W>	african american <W> in era	10
vulnerability	<W> 's vulnerability to violence	10
vulgar	coarsest vulgar of <M>	10
<M>	other ingenious <M>	10
<W>	african caribbean <W>	10
<M>	wily <M>	10
<M>	wise <M> among <M>	10
groans	groans and curses of <M>	10
<M>	few <M> 's	10
<M>	few <M> blessed	10
belongings	<W> belongings	10
bellies	bellies of <M>	10
<M>	winning <M>	10
hold	hold on <M>	10
<M>	prominent southern <M>	10
appreciation	<M> appreciation	10
<W>	cooper 's <W>	10
<W>	convincing <W>	10
<W>	controlled <W>	10
home	home with <W>	10
appendages	inferior anal appendages of <M>	10
appendages	anal appendages of <M>	10
appendage	superior appendage of <M>	10
appearances	appearances among <M>	10
<M>	provincial town <M>	10
belts	belts of <M>	10
belongings	no <W> belongings whatever	10
<M>	few <M> as well acquaintance	10
<M>	few <M> and officers as	10
homage	homage of all <M>	10
<M>	<M> with insight	10
<M>	<M> with impotence	10
<M>	<M> with irons	10
<M>	provided <M>	10
homes	hidden homes of <M>	10
<M>	dozen <M> sitting	10
home	old <M> 's home	10
<M>	<M> to reveal	10
<W>	african american <W> and latinas	10
<W>	african <W> and children	10
groaning	groaning of <M>	10
appeal	even appeal to <M>	10
greeting	young <M> 's greeting	10
<M>	few <M> do not call	10
<M>	few <M> could not interpret	10
gravity	all gravity of <M>	10
participation	<W> workforce participation	10
<M>	other devout <M>	10
<M>	<M> for enjoyment	10
<M>	<M> for edification	10
<M>	<M> for dinner	10
spirits	evil spirits and <M>	10
scourge	scourge of <M>	10
scorn	secret scorn of <W>	10
<M>	<M> in case are estranged	10
<W>	afghan <W> and girls	10
benefit	<M> 's benefit	10
<M>	wise <M> coming	10
<M>	wise <M> being	10
<W>	advanced <W>	10
graduates	<W> graduates late	10
billions	billions of <W>	10
bill	bill about <W>	10
spirits	all spirits of <M>	10
appearance	her <W> appearance	10
officers	almost officers and <M>	10
<M>	two white <M> among indians were	10
<M>	two village <M>	10
<W>	could <W>	10
<M>	public <M> and citizens	10
<M>	public <M> and affairs	10
appeals	appeals to <W>	10
appeals	appeals of <W>	10
<M>	other better <M>	10
<M>	dozen <M> and horses	10
virtues	their rude virtues as <M>	10
virtues	even virtues of <M>	10
<M>	two trusted <M>	10
officers	63 officers and <M>	10
<M>	<M> with mass	10
officers	52 officers and <M>	10
officers	500 officers and <M>	10
<W>	crafty <W>	10
gratitude	her gratitude to <M>	10
gratitude	gratitude to <M>	10
grant	grant in <M>	10
wage	wage of <M>	10
<M>	<M> to prepare	10
homoeroticism	<M> homoeroticism	10
<M>	dozen <M> in costumes	10
<M>	<M> as beasts	10
<M>	<M> as angels	10
<M>	<M> as adder	10
tendency	<M> tendency in me	10
<W>	acadian <W>	10
<W>	abused immigrant <W>	10
<W>	active role <W>	10
<M>	wise <M> of city	10
grade	intellectual grade of <M>	10
<M>	few <M> had held out	10
<M>	few <M> had been collected	10
graduate	case <M> high school graduate	10
grades	grades of <M>	10
<M>	other capable <M>	10
parties	frequently parties of <M>	10
particular	particular of <W>	10
parties	parties of <M> had	10
<M>	other american <M>	10
biology	biology of <W>	10
<M>	<M> with leave	10
<M>	<M> with klinefelter 's syndrome	10
<M>	<M> and water	10
<M>	<M> and witnesses	10
appearance	<W> 's physical appearance	10
ape	<W> ape	10
<M>	two small <M>	10
officers	30 officers and <M>	10
<M>	<M> with mutations	10
<M>	<M> hot	10
homosexuality	homosexuality among <W>	10
governance	governance of <M>	10
<M>	dozen <M> in clothes	10
<M>	public <M> of all parties	10
appeal	<M> appeal	10
<M>	public <M> of time	10
<M>	two such <M> as you	10
officers	64 officers and <M>	10
honor	honor of my <W>	10
<M>	dorr <M>	10
sort	contemptible sort of <M>	10
wages	lower wages for <W>	10
partners	his <W> partners	10
scores	several scores of <M>	10
<M>	<M> in check	10
wages	low wages for <W>	10
<W>	abenaqui <W>	10
<M>	other <M> used	10
birth	<W> birth	10
honor	all honor to <M>	10
honeymooner	<M> honeymooner spoke	10
<M>	down <M>	10
<M>	dozen <M> declaiming	10
officer	young officer and his <M>	10
officer	young officer and <M>	10
officer	mounted officer private and <M>	10
hope	hope in <M>	10
<M>	wise <M> of times	10
parts	<M> 's inward parts	10
<M>	wise <M> to irresolution	10
<W>	<W> your age	10
<M>	other <M> was	10
<M>	other <M> want	10
waggons	waggons and <M>	10
scores	<W> 's scores	10
wages	work - <M> 's wages	10
<W>	<W> would pay	10
<W>	<W> would live	10
black	black of <M> 's clothes	10
bisexuality	<W> bisexuality	10
birthright	birthright of all <M>	10
<M>	wiser <M> have taken	10
<M>	<M> to inquire	10
<M>	<M> to improve	10
blessings	blessings of <M>	10
gossip	fashionable <M> gossip	10
<M>	<M> for crimes	10
<M>	<M> for completeness	10
<M>	<M> for command	10
goods	poor <M> 's goods	10
goods	other <M> 's goods and money	10
<M>	pursued <M>	10
<W>	days <W>	10
<W>	daylight <W>	10
<M>	<M> with newspapers	10
<M>	<M> with nerves	10
virtue	any other <W> virtue	10
virtue	<W> virtue trampled	10
<M>	purified <M>	10
apartment	<W> apartment	10
<M>	divide <M> between them	10
<M>	divers <M> unknown	10
hopes	<M> 's hopes and fears	10
<M>	quarantine <M>	10
<W>	<W> would choose	10
<M>	few <M> of any age	10
<M>	two score <M> on ground	10
<M>	two rutland <M> and i	10
<M>	<M> with number	10
horizon	<M> 's intellectual horizon	10
<M>	divining <M>	10
anything	anything against <M>	10
<M>	quiet <M> from district	10
<M>	quicker <M>	10
<M>	questionable <M> enough	10
<M>	few <M> need	10
<M>	other <M> or boys	10
<M>	<M> to heaven	10
party	<M> 's party and section	10
<M>	few <M> is	10
good	an ordeal good for <M>	10
<W>	<W> within church	10
<M>	worcester 's <M>	10
<M>	<M> in cleft	10
party	war party of <M>	10
<W>	<W> with wealth	10
<M>	wisest living <M>	10
<M>	wisest <M> produced	10
<M>	wisest <M> of all ages	10
<M>	few <M> of profundity	10
gods	gods and praises of <M>	10
<W>	<W> without husbands	10
<M>	wittiest <M> of age	10
<M>	wisest <M> and orators produced	10
<M>	other <M> of time	10
golf	<W> 's professional golf	10
<M>	few <M> of eminence	10
<M>	distinguished <M> of world	10
antelope	one <M> antelope	10
horror	contemptuous horror of <W> 's tears	10
hornbill	<W> hornbill	10
anybody	anybody except <W>	10
<M>	<M> with paraphilia with analogue	10
<M>	<M> with overcoats	10
virginity	<W> 's virginity	10
<W>	deep <W>	10
<M>	two selected <M>	10
<M>	<M> with prostates	10
sentence	sentence of <M>	10
<W>	deprecate <W> like kirsteen	10
<M>	two powerful <M> in country	10
<W>	delightful <W>	10
passel	but passel of <W>	10
passage	passage <M>	10
<W>	<W> with thrombocytopenia	10
boat	boat and <M> to take up	10
boarders	<M> boarders	10
boarder	<M> boarder	10
<M>	other <M> of his troop	10
blouses	blouses and <M>	10
bloodline	<M> bloodline	10
<M>	working <M> of europe	10
