HEAD	PHRASE	FREQ
terror	such a terror of <M> were	10
<W>	two good <W>	10
<W>	two gorgeous <W>	10
symbol	the <M> symbol	10
<W>	two charming <W>	10
<W>	two more <W> seized	10
<W>	two more <W> with him	10
moods	more moods of mind than <M>	10
monument	a monument to <M>	10
<W>	two holy <W>	10
waggons	waggons and <M>	10
terror	a terror to all <M>	10
<M>	<M> with ties	10
connection	the connection of <M>	10
<M>	the <M> at large	10
food	either food for <M>	10
<M>	the other two white <M>	10
sons	the guilty sons of <M>	10
propensities	her peculiar <W> propensities	10
<M>	other <M> of the time	10
<M>	the paleolithic <M>	10
balance	the balance of <M>	10
prayers	other <M> 's prayers	10
<M>	<M> mock	10
<M>	the <M> at lowell	10
officers	both the officers and the <M>	10
officers	brave officers and <M>	10
<M>	the <M> in size	10
<M>	the <M> in some	10
<M>	<M> with boo	10
<M>	<M> with bows	10
officers	either the officers or <M>	10
<W>	two sick <W>	10
<W>	two simple <W>	10
giggles	giggles of <W>	10
<M>	<M> stole	10
<W>	two neighbor <W>	10
<M>	the other leading <M>	10
gifts	god 's best gifts to <M>	10
faces	one <M> 's faces seemed	10
<M>	many <M> of morality	10
<W>	<W> as well as for	10
<M>	702 <M>	10
<W>	<W> assisted	10
<W>	<W> assume	10
<M>	<M> hailed	10
<M>	his <M> on deck	10
efforts	the efforts of some <M>	10
<M>	<M> striking	10
food	some food for the <M>	10
bailiff	the bailiff and his <M>	10
role	<W> 's role in politics	10
role	<W> 's role in production	10
<M>	<M> modest	10
<M>	<M> might make	10
<W>	<W> suited	10
<M>	his <M> on the march	10
singer	the principal <W> singer	10
morality	the morality of the <M>	10
<M>	a old <M> whose	10
sons	sons of the <M>	10
<M>	the other <M> whose	10
<M>	the other ten <M>	10
<W>	ugly dutch <W> scouring	10
<M>	the business <M> of honolulu	10
efforts	intently the efforts of the <M> to regain	10
gifts	the gifts for <M>	10
backs	the backs of his <M>	10
backs	the backs of these <M>	10
backs	their backs on the <M>	10
<M>	<M> with their hats	10
<M>	<M> above degradation	10
<W>	<W> at courts	10
expenditure	energy expenditure in <W>	10
pick	her pick of the <M>	10
pick	the pick of our <M>	10
role	a <M> gender role	10
mortality	<W> mortality with interaction	10
morals	morals of <M>	10
morals	the going morals of <M>	10
<M>	the other <M> in the bar	10
<M>	the other <M> in the camp	10
singers	the <M> singers	10
<M>	the <M> at the effect	10
<W>	<W> at cambridge	10
<M>	the <M> in response	10
<M>	the <M> in platoon	10
<W>	<W> at whose	10
treatment	treatment between <W>	10
<M>	<M> with their fortune	10
coaches	coaches of <W> 's teams	10
<M>	<M> destroyed	10
<M>	<M> depressed	10
partners	his <W> partners	10
<W>	<W> at the forefront	10
restlessness	the restlessness of <W>	10
<M>	the <M> at the castle	10
<M>	other <M> of his troop	10
<M>	other <M> might have married	10
<M>	other <M> might not assume	10
promotion	the promotion of <W> 's rights	10
distrust	a general distrust of <W>	10
distress	the distress of the <W>	10
<M>	<M> as well as things	10
foolishness	the foolishness of <W>	10
<M>	the other <M> from treatin	10
<M>	the business <M> in that party	10
<M>	the other <M> around the table	10
gestation	gestation in <W>	10
interests	interests between <M>	10
treatment	the treatment of these <M>	10
<W>	<W> at this moment	10
<M>	the <M> in one 's platoon	10
<M>	<M> of nationality	10
state	the quiet state of <M>	10
obstacle	an obstacle for <W>	10
<W>	<W> slain	10
prayer	the prayer of <M>	10
fools	fools of <W>	10
<M>	faced <M> about the table	10
<M>	the other <M> being	10
<M>	the other <M> came	10
<M>	<M> stuck	10
noises	the noises of <M>	10
mortality	the mortality of <W>	10
<W>	<W> slew	10
<W>	<W> should have	10
view	the traditional view of <W>	10
<M>	the <M> in remorse	10
connection	a connection between <W>	10
connection	any connection between the <M>	10
party	any party of <M>	10
experience	a wide experience of <M>	10
<M>	other <M> like you	10
<M>	other <M> like himself	10
mort	a mort of <M>	10
bachelors	aged bachelors and <M> are accustomed	10
back	his back on the <M>	10
<M>	the <M> in our sample	10
<W>	<W> behave	10
<M>	the <M> at the finish	10
<M>	other <M> in ways	10
<M>	<M> had said	10
diversity	the diversity among <W>	10
distrust	my distrust of <W>	10
promises	promises of <M>	10
<M>	the other <M> come	10
<M>	the other <M> and boys	10
<M>	the other <M> and servants	10
<M>	other <M> had watched	10
<W>	<W> before me	10
<W>	<W> being left	10
lament	only a lament for <M>	10
<M>	<M> must be made	10
places	<M> 's places in the world	10
cod	the <W> cod	10
<M>	<M> had retired	10
germ	that same bright <M> germ	10
germ	the one bright <M> germ went	10
<M>	the only two <M> had hedged	10
<M>	the only two <M> volunteered	10
<M>	the open dead <M>	10
<M>	the cameron <M>	10
<M>	all <M> pray	10
baboon	a <M> baboon	10
<M>	my new <M>	10
<M>	my serving <M>	10
sons	other sons of <M>	10
singular	the <M> singular	10
<M>	all the <M> held	10
officers	almost officers and <M>	10
party	a war party of <M>	10
<M>	all <M> on a level	10
<M>	all <M> on earth are	10
<M>	his <M> of affairs	10
sympathies	their <W> sympathies	10
<M>	<M> had renounced	10
<M>	the only <M> have detected	10
<W>	we <W> expected	10
<W>	<W> searching	10
<M>	the <M> in multiopolis	10
<M>	<M> of my age over this country	10
<M>	<M> of my calling	10
<W>	<W> secondary	10
<W>	<W> sacrificing	10
restoration	the final restoration of all <M>	10
<M>	all the <M> had come	10
%	83 % of <W>	10
%	86 % of <W>	10
sons	all the countless sons of <M>	10
<W>	vulgar old <W> like parham	10
<M>	other <M> do	10
fools	fools from <M>	10
<W>	white <W> encounter	10
mother	a fine mother of <M>	10
<M>	the cardinal 's <M>	10
<M>	the older <M> more	10
<M>	<M> with complaints	10
coffers	the coffers of <M>	10
<M>	<M> deriving	10
internment	the internment of <W>	10
progress	the progress of <M> formed	10
<M>	<M> to heaven	10
<M>	the only <M> and things had known	10
<M>	other <M> equipped	10
<M>	all the mighty <M>	10
divil	a divil with the <W>	10
<M>	heart <M> of rectitude	10
efficiency	the efficiency of <W>	10
foot	no <W> foot	10
awe	awe of the <M>	10
<M>	many <M> of generations	10
<M>	many <M> of his type	10
<W>	<W> between groups	10
conflict	the conflict with <M>	10
<W>	<W> rewriting	10
<M>	<M> must gamble	10
<W>	<W> responded	10
<M>	my sixty <M>	10
overseer	the overseer of the <M>	10
<M>	the canal <M>	10
<M>	the oldest <M> in the family	10
<M>	the old world <M>	10
<M>	the older <M> among them	10
mothers	single mothers and <W>	10
<M>	<M> neigh	10
<M>	<M> my friends	10
<M>	the <M> in ignorance	10
<M>	the <M> in italy	10
<M>	the <M> at the shop	10
<M>	other <M> coming	10
whale	a <W> whale	10
<W>	white <W> having	10
<W>	white <W> in particular	10
diversity	the diversity of <W> 's lives	10
division	each division of <M>	10
<M>	other <M> at the club	10
intimacies	intimacies between <W>	10
<W>	<W> resisted	10
<W>	<W> remember	10
ladies	ladies and <W>	10
ladies	ladies to <M>	10
occupation	<W> occupation of thrusting	10
<M>	the <M> in jeans	10
<M>	the <M> in his study	10
stories	many stories from <M>	10
awe	the awe of <M>	10
<M>	<M> had not had	10
nobody	nobody the doctor and his <M>	10
sins	the sins of their <M>	10
<M>	<M> never make	10
cohort	a population cohort of <W>	10
faces	either all the <M> 's faces	10
faces	five <M> 's faces	10
<M>	<M> are dealing	10
<W>	<W> can go	10
picnics	nocturnal picnics of <M>	10
<W>	window <W> and children	10
<M>	other <M> good	10
welter	a welter of <M>	10
divinity	the <M> divinity	10
aversion	an aversion for <W>	10
predecessors	their <W> predecessors	10
availability	the availability of <W>	10
autobiographies	the autobiographies of <W>	10
<M>	capital <M> for the purpose	10
<M>	<M> near the door	10
<M>	<M> near them	10
<M>	<M> with the sadness	10
<W>	<W> can not hem	10
<W>	<W> can not take	10
<W>	<W> can degrade	10
lad	such a <M> lad	10
ladies	many pretty ladies and <M>	10
awakening	the awakening of <W>	10
<W>	you dear <W>	10
division	pickett 's division of <M>	10
patrol	one patrol of <M>	10
genes	<M> reproductive genes in the descent	10
genet	the <M> genet	10
genet	the <W> genet	10
<W>	you religious <W>	10
coldness	his customary coldness with <W>	10
coldness	the coldness of <M>	10
<W>	<W> can not bear	10
<M>	the <M> in her past	10
<M>	the <M> in her service have joined	10
<W>	<W> can stand	10
<M>	the <M> at their posts	10
<W>	<W> qua <W>	10
<M>	the old <M> from the cathedral	10
tourist	the <W> tourist	10
generations	twenty generations of <M>	10
<M>	<M> with the spirit	10
<M>	capable <M> and administrators	10
lack	<W> 's lack of representation	10
use	use of other <M> 's lines	10
place	the place with our <M>	10
<M>	<M> had never dreamed	10
prediction	the prediction of the <M>	10
predictors	predictors of mortality among <M>	10
avalanche	this avalanche of <M>	10
<M>	the obstinate <M> met	10
<M>	the old <M> are not going	10
vanity	the sore <M> vanity had kept	10
<W>	young <W> employed	10
<W>	young <W> from areas	10
face	the <W> 's face	10
face	the face in <W>	10
<W>	<W> chatting	10
state	the state of those <M>	10
<M>	75,000 <M> to serve	10
<M>	<M> of mien	10
<W>	<W> collected	10
<M>	the cat <M>	10
<M>	the numerous <M> of the family	10
sisters	the sisters of <W>	10
<M>	other <M> about children	10
<W>	young <W> nowadays	10
<M>	his <M> in the yard	10
do	some <M> 's do with drink	10
<W>	<W> pouring	10
<W>	<W> practising	10
roar	the roar of <M>	10
<M>	<M> of mediocrity	10
collar	a big loose shirt collar as <M>	10
<M>	<M> and right	10
autobiographies	the autobiographies of <M>	10
<M>	the norwegian <M>	10
<M>	other <M> after this	10
<W>	young <W> coming	10
<W>	young <W> desire	10
%	77 % of <W>	10
<M>	<M> with the disease	10
<M>	<M> with the disorder	10
results	results for <M>	10
<W>	<W> pleading	10
results	obese infertile <W> results in improvement	10
<M>	<M> never trust	10
<M>	the noblest <M> in history	10
<M>	the celebrated <M> of his time	10
<M>	the noisy <M>	10
<M>	the norfolk <M>	10
taste	my taste in <M>	10
taste	my taste in <W>	10
<M>	many <M> of education	10
intimacy	the growing intimacy between the <M>	10
<W>	<W> combined	10
rivals	her <W> rivals	10
river	a river of <M>	10
<M>	<M> of mode	10
<M>	<M> of mentality	10
intimacy	the intimacy between the <M>	10
<M>	<M> with tempers	10
<W>	young <W> on the edge	10
generations	new generations of <M>	10
<M>	the nina 's <M>	10
songs	the songs of <W>	10
<M>	the noble young <M> danced	10
<M>	the nobler <M>	10
profusion	a <W> profusion of adornment	10
<W>	young <W> of themselves	10
<M>	<M> had loved	10
<M>	oo0 <M>	10
<M>	the next heir <M>	10
<M>	his <M> in the regiment	10
<M>	his <M> in the rush	10
<M>	his <M> in the saddle	10
effects	the effects of <M>	10
effect	the effect of all <M> 's sin	10
intimacy	any <W> intimacy admitted	10
<M>	both happy <M>	10
labour	the labour of a <M>	10
<M>	<M> denounce	10
<M>	<M> denying	10
<M>	<M> from its power	10
<M>	the cheshire <M>	10
<M>	the next day <M>	10
<W>	<W> past bearing	10
<W>	<W> per day	10
<M>	the <M> begot	10
<W>	<W> completing	10
<W>	<W> compose	10
<M>	<M> are selected	10
<M>	the <M> batter	10
<M>	the <M> be	10
intimacy	the intimacy of these <M>	10
unwillingness	the general unwillingness of <W>	10
mouth	a <W> mouth	10
<M>	the chief <M> in edelweiss	10
footfalls	the footfalls of <M>	10
<M>	future <M> of letters	10
confidence	no confidence in <M>	10
confidence	perfect confidence in both <M>	10
confidence	great confidence in <M>	10
<W>	<W> could charm	10
<M>	<M> of malice	10
<M>	<M> not interested	10
<M>	<M> no	10
<W>	young <W> there	10
<M>	<M> had hitherto	10
authority	authority of <W>	10
taste	the childish taste of <M>	10
<W>	your good <W>	10
world	the world about <W>	10
retention	the retention of <W>	10
<W>	<W> comprising	10
<W>	<W> create	10
<M>	a predatory <M>	10
doctrine	his doctrine of <M>	10
<M>	a provincial town <M>	10
profit	the profit of <M>	10
<M>	<M> had inherited	10
<M>	far <M> of that class	10
<W>	young married <W> whose	10
<W>	young <W> with hair	10
<M>	<M> surpassing	10
<M>	the chief <M> of the province	10
<M>	the nancy 's <M>	10
<M>	<M> sweat	10
<W>	<W> over	10
<M>	the <M> below decks	10
<M>	the <M> in congress	10
<M>	the <M> in caps	10
rivalry	great rivalry between the <W>	10
labors	the languid labors of <M>	10
<M>	the <M> behind the table	10
professor	a professor of <W> 's studies	10
<M>	a single moment <M> know	10
mouth	the mouth of the <M>	10
mouths	<M> 's mouths in these days	10
mountains	the mountains with <M>	10
college	a <M> 's college	10
collection	a collection of the <M>	10
confidence	great confidence in these <M>	10
thanks	the thanks of all <M>	10
<W>	<W> decline	10
<W>	<W> or those	10
<M>	<M> not liking	10
intimacy	the intimacy of <W>	10
size	the size of these <M>	10
<M>	the moving picture <M>	10
<M>	the mufti 's <M>	10
symptoms	lower urinary tract symptoms in <M>	10
<M>	the munster <M>	10
<M>	the chief <M> of the volscians	10
<M>	<M> at the guns	10
<M>	<M> at the hospital	10
thoughts	the thoughts and deeds of <M>	10
<W>	your pretty <W> in london	10
footsteps	the fresh footsteps of <M>	10
<W>	<W> or wives	10
<M>	<M> of light and leading	10
<M>	the <M> in file	10
<M>	the <M> in both armies	10
<M>	both sensible <M>	10
<M>	78,000 <M>	10
<W>	<W> or gays	10
<W>	<W> or gender	10
<M>	<M> are esteemed	10
collective	a collective of <W>	10
<M>	all the informed <M> talked	10
<M>	all the great <M> of that age	10
abbes	witty abbes and <W>	10
<M>	only the nice <M>	10
worker	one <W> worker	10
college	the <M> college	10
college	the college for <M>	10
<W>	<W> on the part	10
<M>	the <M> in buckram	10
<M>	the <M> in athens	10
<W>	<W> oppose	10
<W>	<W> oppressed	10
<M>	all the great <M> of the time	10
<M>	<M> at the front and people	10
abductions	abductions of <W>	10
abhorrence	the abhorrence of <M>	10
abilities	abilities of <M>	10
<M>	only the desert <M> are	10
<M>	the <M> beneath the flags	10
<M>	can few <M>	10
<M>	<M> with teams and vehicles	10
<M>	living <M> endeavouring	10
experience	his long experience of <M>	10
<W>	<W> on their side	10
author	the author of <W>	10
predominance	a predominance of <W>	10
song	this desert song of the <M>	10
syndrome	polycystic ovary syndrome in <W>	10
ability	an <M> ability of grasping	10
retinue	retinue of <M>	10
retort	the retort about <M>	10
retreat	a <M> 's retreat	10
<W>	<W> on the screen	10
<W>	<W> on the subject	10
<W>	<W> on matters	10
<M>	<M> from ouatchouan	10
parole	a like parole for the <M>	10
<M>	his <M> in the direction	10
dogs	all black <M> 's dogs	10
effect	its effect upon the <M>	10
<M>	only the extreme <M>	10
abdomen	the <M> abdomen in dorsal	10
thoughts	the thoughts in <M>	10
<M>	the moderate <M> of both parties	10
<M>	the ming <M>	10
<M>	the clergy <M>	10
<M>	the churchill <M>	10
<M>	<M> to feed	10
<W>	<W> did not receive	10
<W>	<W> difficult	10
<M>	the <M> blamed	10
<M>	the <M> blaze	10
<M>	the <M> beside steve	10
wages	lower wages for <W>	10
generals	generals and <M>	10
<M>	the mild <M>	10
ability	the ability of <W> to participate	10
<M>	her <M> of letters	10
<M>	all <M> interested	10
<M>	<M> from madrid	10
audiences	mixed audiences of <M>	10
augmentation	such augmentation of dominion over <M>	10
colony	our religious colony of <M>	10
face	a noble <W> face	10
retreat	a retreat for <M>	10
<M>	<M> with desire	10
laborer	the <M> laborer	10
<M>	<M> and horses covered	10
<M>	<M> and hours	10
products	the products of <M> 's hands	10
<M>	his <M> in position	10
<M>	only military <M>	10
absurdities	absurdities of <M>	10
absence	the <M> 's absence	10
<W>	<W> on pills	10
<W>	<W> on boards	10
wages	low wages for <W>	10
<W>	<W> on deck	10
<M>	the <M> bother	10
<M>	<M> of judgments	10
<M>	<M> of keith 's nature	10
<M>	<M> depicted	10
<M>	the minute <M> of massachusetts	10
<M>	the miscellaneous <M> of the armies	10
<M>	the mightiest <M>	10
<M>	all the four <M>	10
<M>	the mighty <M> of david	10
%	60 % of <M>	10
laborer	a <W> laborer	10
risk	the risk of stroke in <M>	10
<M>	the <M> in admiration	10
<M>	76,000 <M>	10
<M>	77 <M>	10
<M>	the <M> by the fire	10
invalids	invalids and <M>	10
<M>	the <M> bred	10
audience	any audience of <M>	10
<M>	the cleverest <M> of the day	10
<W>	<W> do not like	10
<W>	<W> do not desire	10
<M>	the <M> in a questioning	10
<M>	the <M> in a row	10
<W>	<W> draped	10
<W>	<W> do not need	10
<W>	<W> do not suffer	10
<M>	<M> of kind	10
<M>	<M> with consent	10
abundance	abundance of <M> and the principle	10
<M>	the medical <M> here	10
<M>	the clark <M>	10
<M>	<M> had divorced	10
syndrome	the young <M> syndrome	10
force	a cavalry force of <M>	10
audience	a large audience of <M>	10
abuses	abuses against <W>	10
<M>	all <M> in their state	10
fable	the fable of the <M>	10
partners	partners of the <W>	10
conference	conference with the <M>	10
experience	no experience with <M>	10
conduct	her conduct with <M>	10
<W>	<W> of your position	10
<W>	<W> on contraceptives	10
generality	the generality of <M> are	10
generality	the generality of these <M>	10
<M>	<M> sympathetic	10
gender	gender and <W> 's issues	10
gender	the <M> gender and number	10
<M>	all <M> to all things	10
<M>	<M> had descended	10
son	the son of <M>	10
son	the son of the <W>	10
<M>	<M> with strength	10
<W>	<W> does making	10
<W>	<W> doing or another	10
statue	the <M> statue	10
vote	the <M> vote in the family	10
place	the place and the <M>	10
preference	his preference for <M>	10
force	a relieving force of <M>	10
<M>	only few <M> about the courtyard	10
<M>	naked <M> in view on sides	10
attractiveness	body scent attractiveness in <M>	10
<M>	<M> and individuals	10
news	the news of the <M>	10
skill	the skill of the <W>	10
intuitions	the intuitions of <M>	10
<M>	the <M> came out	10
<M>	both the wounded <M>	10
<W>	<W> each	10
volunteers	volunteers over <M>	10
<W>	<W> of wisdom	10
abusings	all their abusings of <M>	10
product	the product of other <M> 's labor	10
accents	the twanging accents of the <W>	10
son	his son for <M>	10
access	likewise no such access to <M> can enable	10
procession	the procession of the <M>	10
<M>	the <M> hope	10
<M>	longstreet 's <M> behind their entrenchments	10
pictures	full life pictures of these <M>	10
pictures	little pictures of <W>	10
<M>	the <M> by wholesale	10
<M>	<M> with teeth	10
trees	both trees and <M>	10
accent	a pert <W> accent	10
movement	movement unusual among the <M>	10
movement	"the "" <W> 's movement"	10
<M>	his <M> in possession	10
<M>	his <M> in search	10
<M>	the marblehead <M>	10
accommodations	accommodations for <W>	10
paces	a few graceful paces toward the <M>	10
<M>	few <M> blessed	10
<M>	<M> nowadays	10
intuition	some simple <W> intuition	10
<W>	<W> of virtues	10
<W>	<W> of thought	10
<W>	<W> else	10
<W>	<W> during menstruation	10
<M>	both the <M> and horses	10
force	a militia force of <M>	10
force	a mounted force of <M>	10
skills	the skills of <M>	10
accessories	accessories for <M>	10
<M>	<M> to enlist	10
<M>	all the <M> in his family	10
effect	a profound effect on <W>	10
force	a volunteer force of <M>	10
force	a working force of <M>	10
force	all the force of <M>	10
<W>	<W> of the street	10
<M>	many <M> moving	10
<M>	many <M> occupying	10
column	a flying column of <M>	10
color	a special color of its own to <M> 's thoughts	10
color	the color of the <W>	10
<M>	the <M> heading	10
<W>	<W> even a protection	10
<W>	<W> employ	10
<M>	the colored <M> of the south	10
gate	the <W> 's gate	10
<M>	the <M> came over	10
<M>	<M> with dogs	10
conduct	the conduct of parliament towards these <M>	10
conduct	the conduct of soldiers to the <W>	10
conduct	the conduct of these <W>	10
conduct	the good conduct of <W>	10
<W>	<W> of this description	10
<W>	<W> of their generation	10
store	a <W> 's apparel store	10
attractions	<W> attractions of that class	10
accommodation	the accommodation of <W>	10
<M>	the lowest <M> and the apes	10
attractions	attractions to <W>	10
<M>	few <M> 's	10
<M>	the college <M> of america	10
<M>	the colorado <M>	10
<M>	<M> than ikey	10
<M>	the lounging <M>	10
<M>	<M> tested	10
procession	a constant procession of <M>	10
accounts	the accounts of these <M>	10
officers	63 officers and <M>	10
officers	64 officers and <M>	10
<M>	<M> with cutlasses	10
<M>	the <M> have retaken	10
attraction	its potent attraction for <M>	10
something	something of <W> 's sanity	10
movement	the <W> 's movement of the century	10
<M>	the literary <M> of his age	10
<M>	the liverpool <M>	10
<M>	only <M> live	10
<M>	only <M> of abilities	10
<M>	the <M> can use	10
<W>	<W> of the press	10
<W>	<W> of the quality	10
colors	the colors of the <M>	10
<M>	all <M> of more	10
<W>	<W> excluded	10
<M>	the <M> have talked	10
<M>	the <M> can serve	10
<M>	all the dead <M> had stood up	10
<M>	the literary <M> of the age	10
attitudes	their attitudes toward <W>	10
inversion	inversion in <W>	10
<M>	all <M> and nations with an life	10
conduct	the conduct and character of <M>	10
<M>	<M> could not	10
<M>	the <M> catch	10
<M>	the <M> can not pray	10
<M>	the <M> charitable	10
attitudes	his attitudes toward <W>	10
system	the comfort <W> system	10
garrison	the british garrison of <M>	10
movement	the gravitating <M> movement towards a point	10
problems	the problems of the <M>	10
acquaintance	my <W> acquaintance	10
<W>	<W> exhibited	10
<M>	<M> of his tribe	10
eyes	the eyes of my <M>	10
<M>	few <M> and officers as	10
<M>	few <M> armed	10
<M>	few <M> as well acquaintance	10
acquaintance	her <W> acquaintance	10
<M>	all the drunken <M>	10
<M>	the common <M> upon every occasion	10
<M>	the commonwealth 's <M>	10
<M>	the company 's <M> from a camp	10
<M>	the living god thoughtful <M>	10
<M>	<M> and lands	10
<M>	his <M> in a effort	10
<M>	his <M> in ambush	10
pedestrian	a passing <W> pedestrian	10
<W>	<W> of the bedchamber	10
victims	their <M> victims	10
<M>	<M> with shields	10
knowledge	my knowledge of the <M>	10
reverence	whom all <M> reverence and love	10
acquisition	the acquisition of <W>	10
act	a <W> act	10
<M>	near two <M>	10
problems	sexual problems in <M>	10
problems	sexual problems in <W>	10
dominance	this <M> dominance	10
<M>	<M> had been taken	10
<M>	few <M> could not interpret	10
<W>	<W> of the beauties	10
<W>	<W> of the centuries	10
<M>	<M> could not afford	10
conduct	conduct to our <M>	10
irregularities	an <M> irregularities and gayeties	10
involvement	<W> 's involvement in trade	10
<M>	the left <M>	10
<M>	the learned <M> of the times	10
virtues	the virtues of <W> have never been tempted	10
action	the <W> 's action	10
action	the action of the <W>	10
action	action in <M>	10
packer	any <W> packer	10
taste	a special taste in <W> wines	10
taste	her <W> taste	10
attitude	the poet 's attitude towards <W>	10
attitude	the threatening attitude of the <M>	10
place	the first place among the <W>	10
<M>	all <M> of his race	10
<M>	by more <M>	10
ire	the ire of the <M>	10
<M>	<M> with evidence	10
<M>	<M> of <M> but who	10
<M>	only <M> in her	10
action	moral action in <W>	10
<M>	all the big politics <M> in the district	10
news	news to these <M>	10
virtues	their rude virtues as <M>	10
<M>	the <M> clustering	10
<M>	the <M> colonized	10
knowledge	other <M> 's knowledge	10
experience	our experience of the <W>	10
<M>	<M> of a complexion	10
<M>	the <M> comin	10
garments	the <M> 's garments	10
problem	the problem of violence against <W>	10
actions	the actions and lives of the <M>	10
actions	the actions of all <M> by the result	10
<M>	the learned <M> and professors have made	10
<M>	the leading scientific <M> of the day	10
<M>	the learned <M> of all europe	10
<M>	the learned <M> of centuries	10
movements	<W> 's movements in africa	10
stockbrokers	stockbrokers and <M>	10
<M>	<M> of a height	10
<M>	<M> with skill	10
<W>	<W> for the capacity	10
<M>	the <M> have devoted	10
<M>	both the <M> in search	10
officers	500 officers and <M>	10
officers	52 officers and <M>	10
<M>	the leading <M> of virginia	10
<M>	the leading <M> there	10
actions	the virtuous actions of <M>	10
garments	both the <M> 's garments and own	10
garments	garments for <W>	10
garb	the garb and manner of the <M>	10
<M>	the leading business <M> of the city	10
activism	the <W> 's activism	10
<M>	one wounded <M>	10
<M>	a teenage <M>	10
garb	a <W> garb	10
stomachs	my <M> 's stomachs	10
stomachs	the stomachs of <M>	10
<M>	many <M> in walks	10
<M>	<M> declined	10
comfort	the comfort of the <W>	10
comfort	the physical comfort of <M>	10
<M>	<M> of his stamp do not	10
stock	the stock of <M>	10
threat	the constant threat of <M>	10
<M>	<M> at quarters	10
<M>	the leading <M> of france	10
<M>	the leading <M> of his party	10
<M>	the conquering <M>	10
value	the value of <W> 's labor	10
<M>	able <M> of business	10
attitude	the attitude towards <W>	10
attitude	my attitude toward <W>	10
command	that <W> command conveyed	10
<M>	the <M> consulted	10
<M>	the <M> have influenced	10
<M>	the <M> have kept	10
<M>	the <M> have fallen	10
<M>	the <M> have deceived	10
<W>	<W> fragile	10
<W>	<W> for the purposes	10
ululation	the usual <W> ululation	10
<M>	the leading <M> in philadelphia	10
<M>	the leading <M> in that region	10
<M>	the leading <M> in the country	10
<W>	<W> of mark also	10
<M>	<M> of a quality	10
<M>	<M> of a religion	10
<M>	the <M> have carried off	10
<M>	the <M> have committed	10
<M>	all our great revolutionary <M>	10
parents	the <W> parents	10
<M>	<M> the cause	10
<M>	<M> the fri'nds	10
%	55 % of <M>	10
slaughter	the slaughter of his <M>	10
<M>	<M> had been working	10
<M>	the leading <M> of that section	10
place	place for <M>	10
eyes	the eyes of <M> that night	10
<M>	the <M> could be relied	10
<M>	but sixteen <M>	10
conduct	conduct in <M>	10
<W>	<W> of our nation	10
gang	any gang of <M>	10
gang	one gang of <M>	10
mules	mules <M> or bicycles	10
doom	such the doom of all <M>	10
door	the door between the <M>	10
door	the door of <W>	10
<M>	<M> had been raised	10
<M>	all the <M> with you	10
slave	a young <W> slave	10
attire	the summer attire of <M>	10
<M>	<M> from satan	10
<M>	<M> from scotland	10
<W>	<W> of jerusalem	10
<W>	<W> from childhood	10
<W>	<W> from all strata	10
<W>	<W> from <W>	10
<M>	the <M> have built	10
<W>	<W> of nature be	10
test	test of worth in <M>	10
attitude	her attitude toward <M>	10
<M>	the leading <M> in england	10
<M>	the lawless <M>	10
slaughter	the slaughter of these <M>	10
multitude	a repeated multitude of <M>	10
actor	a <W> actor	10
rewards	the white <M> 's rewards	10
<W>	<W> of levels	10
wage	the wage of the <M>	10
<W>	<W> from history	10
<M>	<M> from seeking	10
<M>	all the <M> walked	10
problem	a common problem in <W>	10
activity	sexual activity in <W>	10
<M>	one old <M> had heard	10
<M>	the last century <M>	10
games	the games of <M>	10
%	48 % of <W>	10
slave	one <M> slave	10
<M>	<M> from sickness	10
<W>	<W> of his day	10
<W>	<W> of his subjects	10
<W>	<W> of gender	10
revulsion	the spontaneous revulsion of <M>	10
risk	an awful risk for a <W>	10
work	eight <M> 's work	10
experience	the published experience of those <M>	10
reward	the inevitable reward of <M> 's labours on this earth	10
<M>	one good <M>	10
acts	all <M> 's acts	10
<M>	the last <M> of the line	10
multitude	the multitude of <M> 's nothing	10
attire	his <M> attire	10
touch	close personal touch with the <M>	10
<M>	<M> the knowledge	10
nerves	the nerves of the <W>	10
<M>	all the <M> thronged	10
<M>	all the <M> to herself	10
place	no place for the <M> to wash	10
<M>	many <M> like garvin invested	10
<W>	<W> from the age	10
<W>	<W> from parties	10
<M>	the <M> could trust	10
acts	the acts and thoughts of <M>	10
acts	sexual acts between <M>	10
multitudes	multitudes of these <M>	10
<M>	one <M> in blue	10
<W>	<W> of forty had not passed	10
<M>	the <M> debated	10
<W>	<W> of her temperament	10
issues	issues with <M>	10
risk	as much risk as <M>	10
pieces	pieces of <M>	10
%	47 % of <W>	10
<M>	the known <M> in the industry	10
<M>	<M> the jesus	10
<M>	<M> had been associated	10
<M>	<M> from sins	10
address	his address to the <M>	10
addresses	the addresses of the <M>	10
<M>	the king 's own <M>	10
<M>	<M> the name	10
<M>	<M> the necessity	10
<M>	one <M> will do	10
<M>	the <M> delight	10
knowledge	a great knowledge of <M>	10
<M>	the <M> have been killed	10
<M>	the <M> has sent	10
<W>	<W> from the house	10
<W>	<W> from standpoints	10
acts	with one acts toward his <M>	10
<M>	<M> and labour	10
<M>	the kiowa <M>	10
<M>	the jovial <M> of the yacht	10
<M>	<M> of accomplishment	10
rise	its rise in a conversation between <M>	10
<W>	<W> from the misfortunes	10
<W>	<W> of every caste	10
<W>	<W> of every color	10
<M>	busy <M> of affairs in the city	10
uncle	his uncle and the <M>	10
murderers	the <W> murderers	10
murderer	the murderer of <W>	10
