ID	HEADING	CLEANED	LANGUAGE	LCC	TYPE	YEAR_ADDED	YEAR_REVISED	BT	NT	SYNONYMS	YEAR_DEPRECATED	FORMER_HEADINGS	DELETION_NOTE	GENDER	GENDER_WORD
sh97002808	_Keiko (Whale)	keiko ( whale )	en	None	Topic	1997	None	None	None	None	2013-12-03T10:50:35	None	This authority record has been deleted because the subject heading is covered by the name heading {Keiko, approximately 1976-2003} (no2013017876).		
sh97003005	_Scarlett (Cat)	scarlett ( cat )	en	None	Topic	1997	None	None	None	None	2024-04-23T15:40:19	None	This authority record has been deleted because the subject heading is covered by the name heading {Scarlett (Cat), 1995-2008} (DLC)n 2022018713		
sh97003025	_Can Grande della Scala Statue (Verona, Italy)	italy ) can grande della scala statue ( verona	en	None	Topic	1997	None	None	None	None	2013-04-04T08:22:27	None	This authority record has been deleted because the subject heading is covered by the name heading {Cangrande della Scala (Statue)} (n 2013004879).		
sh97003707	_Matka Boska Myślenicka (Icon)	matka boska myślenicka ( icon )	en	None	Topic	1997	None	None	None	None	2010-06-08T12:28:56	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009081122).		
sh97003708	_Matka Boska Kalwaryjska (Icon)	matka boska kalwaryjska ( icon )	en	None	Topic	1997	None	None	None	None	2010-06-08T12:28:13	None	This authority record has been deleted because the subject heading is covered by an identical name heading (n 2009081120).		
sh97003722	_Epic literature, Balkar	balkar epic literature	en	None	Topic	1997	None	None	None	None	2016-06-02T12:45:38	None	This authority record has been deleted because the heading is covered by the subject heading {Epic literature, Karacahay-Balkar} (DLC)sh2016000771		
sh97003723	_Epic literature, Karachay	karachay epic literature	en	None	Topic	1997	None	None	None	None	2016-06-02T12:45:38	None	This authority record has been deleted because the heading is covered by the subject heading {Epic literature, Karacahy-Balkar} (DLC)sh2016000771		
sh97005723	_Bramu (Nepalese people)	bramu people	en	None	Topic	1997	None	None	None	None	2012-03-12T12:32:34	None	This authority record has been deleted because the heading is covered by the subject heading {Baram (Nepalese people)} (sh2009030057).		
sh97005937	_Auriga di Mozia (Sculpture)	auriga di mozia ( sculpture )	en	None	Topic	1997	None	None	None	None	2013-04-04T08:22:15	None	This authority record has been deleted because the subject heading is covered by the name heading {Motya charioteer} (n 2013003729).		
sh97006488	_Concentration camp inmates' writings	concentration camp inmates ' writings	en	None	Topic	1997	None	None	None	None	2021-07-20T08:25:21	None	This authority record has been deleted because the heading is covered by the subject headings {Internment camp inmates' writings} (DLC)sh2021004046 and {Nazi concentration camp inmates' writings} (DLC)2021004047		
sh97006527	_Max (Computer program language)	max ( computer program language )	en	None	Topic	1997	None	None	None	None	2009-06-30T13:45:25	None	This authority record has been deleted because the subject heading is covered by the name heading {Max (Computer file : Cycling '74)} (n 2009035297).		
sh97008667	_Concentration camp escapes	concentration camp escapes	en	None	Topic	1997	None	None	None	None	2021-07-20T08:25:20	None	This authority record has been deleted because the heading is covered by the subject headings {Internment camp escapes} (DLC)sh2021004015 and {Nazi concentration camp escapes} (DLC)sh2021004016		
sh98000665	_Moghul . . .	moghul	en	None	Topic	1998	None	None	None	None	2017-04-14T11:42:33	None	This authority record has been deleted because the reference is replaced by references on individual subject authority records.		
sh98000666	_Mughal . . .	mughal	en	None	Topic	1998	None	None	None	None	2017-04-14T11:42:34	None	This authority record has been deleted because the reference is replaced by references on individual subject authority records.		
sh98000667	_Mughul . . .	mughul	en	None	Topic	1998	None	None	None	None	2017-04-14T11:42:34	None	This authority record has been deleted because the reference is replaced by references on individual subject authority records.		
sh98001707	_Marcus Aurelius Statue (Rome, Italy)	italy ) marcus aurelius statue ( rome	en	None	Topic	1998	None	None	None	None	2013-06-12T14:21:46	None	This authority record has been deleted because the subject heading is covered by the name heading {Marcus Aurelius (Rome, Italy)} (n 2013008694).		
sh98001935	_Heike nōkyō (Scrolls)	heike nōkyō ( scrolls )	en	None	Topic	1998	None	None	None	None	2021-12-20T10:33:22	None	This authority record has been deleted because the subject heading is covered by the name heading {Heike nōkyō} (DLC)no2021116333		
sh98002801	_Nazi Holocaust	nazi holocaust	en	None	Topic	2001	None	None	None	None	2022-05-12T08:52:46	None	This authority record has been deleted because the heading is covered by the subject heading {World War, 1939-1945--Atrocities} (DLC)sh 85148285		
sh98003334	_Lydian Treasure (Ankara, Turkey)	turkey ) lydian treasure ( ankara	en	None	Topic	1998	None	None	None	None	2019-11-20T08:03:26	None	This authority record has been deleted because the subject heading is covered by the name heading {Lydian Treasure} (DLC)n 2019043696		
sh98005661	_Hispanic American HIV-positive men	hispanic american hiv positive men	en	None	Topic	1998	None	None	None	None	2012-04-10T11:06:53	None	This authority record has been deleted because the heading is covered by the subject heading {HIV-postive men--United States} (sh 98005660).	M	men
sh99002421	_Assassination attempt, [date]	[date] assassination attempt	en	None	Topic	1999	None	None	None	None	2019-04-23T15:18:35	None	This authority record has been deleted because it is an invalid construction.		
sh99004184	_Balloons as musical instruments	balloons as musical instruments	en	None	Topic	1999	None	None	None	None	2013-03-12T13:46:51	None	This authority record has been deleted because the heading is no longer valid.		
sh99004575	_Characters and characteristics in music	characters and characteristics in music	en	None	Topic	1999	None	None	None	None	2017-09-19T07:32:13	None	This authority record has been deleted because the general reference has been replaced by an identical subject heading (DLC)sh2017003356		
sh99004744	_Folk poetry, Balkar	balkar folk poetry	en	None	Topic	1999	None	None	None	None	2016-06-02T12:45:38	None	This authority record has been deleted because the heading is covered by the subject heading {Folk poetry, Karachay-Balkar} (DLC)sh2016000774		
sh99004745	_Karachay poetry	karachay poetry	en	None	Topic	1999	None	None	None	None	2016-06-02T12:45:39	None	This authority record has been deleted because the heading is covered by the subject heading {Karachay-Balkar poetry} (DLC)sh2016000773		
sh99004746	_Folk poetry, Karachay	karachay folk poetry	en	None	Topic	1999	None	None	None	None	2016-06-02T12:45:38	None	This authority record has been deleted because the heading is covered by the subject heading {Folk poetry, Karachay-Balkar} (DLC)sh2016000774		
sh99004888	_Career in [specific field or discipline]	career in [specific field or discipline]	en	None	Topic	2004	None	None	None	None	2020-07-27T10:02:47	None	This authority record has been deleted because it was for a multiple subdivision.		
sh99005305	_Computer-assisted instruction for French, [Spanish, etc.] speakers	computer assisted instruction for french [etc spanish ] speakers	en	None	Topic	1999	None	None	None	None	2021-12-07T08:04:27	None	This authority record has been deleted because it was for a multiple subdivision.		
sh99014453	_Gay erotic videos	gay erotic videos	en	None	Topic	2006	None	None	None	None	2010-01-07T13:33:09	None	This authority record has been deleted because the heading is covered by the subject heading {Gay erotic films} (sh2006001636).		
